vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id,dropoff_location_id,payment_type,fare_amount,tip_amount,total_amount
2,2023-01-26 11:52:00,2023-01-26 11:56:10.459034868,1.0,1.41,118,55,2,9.0,0.0,9.0
1,2023-01-10 06:58:00,2023-01-10 07:02:53.688515364,1.0,1.11,190,130,1,7.88,1.21,9.09
2,2023-01-05 22:27:00,2023-01-05 22:48:39.064380720,1.0,5.0,248,125,2,27.58,0.0,27.58
1,2023-01-25 22:22:00,2023-01-25 22:36:09.023633604,4.0,4.66,154,120,1,22.46,3.42,25.88
2,2023-01-01 09:59:00,2023-01-01 10:14:42.282739104,1.0,3.54,226,175,1,19.46,1.86,21.32
1,2023-01-14 20:38:00,2023-01-14 20:53:04.781104638,1.0,4.4,249,95,2,22.42,0.0,22.42
2,2023-01-12 11:36:00,2023-01-12 11:47:00.450567150,1.0,3.99,156,261,1,15.71,2.69,18.4
1,2023-01-11 09:25:00,2023-01-11 09:36:20.978628570,1.0,2.78,152,224,1,16.65,2.87,19.52
1,2023-01-22 08:08:00,2023-01-22 08:31:45.470257116,2.0,6.08,189,255,1,27.32,3.05,30.37
1,2023-01-19 20:06:00,2023-01-19 20:15:28.556217342,1.0,3.16,105,156,2,14.39,0.0,14.39
2,2023-01-05 21:20:00,2023-01-05 21:27:01.196447490,2.0,1.93,229,224,2,10.71,0.0,10.71
2,2023-01-05 12:56:00,2023-01-05 13:04:13.954818870,3.0,1.83,2,224,1,12.35,1.66,14.01
1,2023-01-23 16:57:00,2023-01-23 17:06:06.894640812,2.0,3.2,200,236,1,14.56,1.75,16.31
2,2023-01-11 16:27:00,2023-01-11 16:30:59.466040458,1.0,1.35,4,185,1,7.42,0.83,8.25
2,2023-01-11 18:28:00,2023-01-11 18:33:04.888294512,2.0,1.35,17,206,1,6.59,0.75,7.34
2,2023-01-12 19:52:00,2023-01-12 20:01:29.834662548,1.0,2.35,61,208,1,11.72,1.85,13.57
1,2023-01-25 13:23:00,2023-01-25 13:47:06.299895270,1.0,7.33,231,50,1,29.66,3.68,33.34
1,2023-01-02 18:03:00,2023-01-02 18:17:08.996808096,2.0,3.87,202,236,2,16.47,0.0,16.47
1,2023-01-01 23:55:00,2023-01-02 00:00:02.475196326,3.0,1.89,1,219,1,9.36,1.53,10.89
2,2023-01-08 18:57:00,2023-01-08 19:00:57.615911508,1.0,0.89,88,219,1,5.79,0.93,6.72
2,2023-01-03 22:32:00,2023-01-03 22:39:45.438988776,1.0,2.01,156,203,1,11.71,1.31,13.02
1,2023-01-18 19:43:00,2023-01-18 19:56:46.499008212,6.0,3.26,219,76,2,15.61,0.0,15.61
2,2023-01-31 13:19:00,2023-01-31 13:30:24.504187116,1.0,2.71,258,76,1,15.57,1.22,16.79
1,2023-01-04 14:28:00,2023-01-04 14:33:06.068237934,1.0,1.16,86,221,1,7.1,0.4,7.5
1,2023-01-30 07:56:00,2023-01-30 08:03:08.441141724,4.0,2.14,230,89,2,12.47,0.0,12.47
2,2023-01-29 09:49:00,2023-01-29 09:55:41.242074864,1.0,1.7,161,9,1,8.4,1.01,9.41
1,2023-01-05 16:46:00,2023-01-05 17:01:09.907898640,1.0,3.93,105,199,1,19.53,2.1,21.63
2,2023-01-09 08:29:00,2023-01-09 08:36:42.697112916,2.0,2.21,85,7,2,9.49,0.0,9.49
1,2023-01-02 16:39:00,2023-01-02 16:49:02.480836092,1.0,2.48,94,24,1,12.76,2.17,14.93
2,2023-01-07 15:22:00,2023-01-07 15:38:06.718042200,2.0,3.61,15,137,1,17.72,1.13,18.85
2,2023-01-12 17:16:00,2023-01-12 17:24:01.660936680,1.0,3.16,162,166,1,13.75,1.45,15.2
2,2023-01-15 22:42:00,2023-01-15 22:44:18.990551874,1.0,0.76,245,265,1,5.91,1.13,7.04
1,2023-01-30 10:52:00,2023-01-30 10:56:13.014519414,1.0,1.25,140,91,1,8.59,1.01,9.6
2,2023-01-21 12:48:00,2023-01-21 12:51:26.298910734,1.0,1.03,211,123,2,6.53,0.0,6.53
2,2023-01-13 17:19:00,2023-01-13 17:25:44.014807788,2.0,2.46,81,218,2,11.81,0.0,11.81
2,2023-01-22 15:51:00,2023-01-22 15:56:39.028062930,1.0,1.84,204,224,1,9.52,1.32,10.84
2,2023-01-31 05:44:00,2023-01-31 05:49:22.174546212,1.0,2.05,188,219,1,12.25,1.3,13.55
1,2023-01-27 16:34:00,2023-01-27 16:37:02.036589012,1.0,1.2,141,172,1,3.56,0.31,3.87
1,2023-01-04 06:41:00,2023-01-04 06:52:19.008835080,1.0,2.76,236,119,2,15.14,0.0,15.14
2,2023-01-08 16:46:00,2023-01-08 17:09:22.090051602,1.0,6.62,254,55,1,32.95,3.43,36.38
2,2023-01-06 23:23:00,2023-01-06 23:33:13.999241862,1.0,3.86,55,78,1,17.93,3.97,21.9
2,2023-01-23 14:17:00,2023-01-23 14:28:03.417025008,,2.84,199,149,1,12.86,1.36,14.22
2,2023-01-01 17:38:00,2023-01-01 17:48:34.515808500,1.0,2.94,173,92,1,14.73,1.41,16.14
1,2023-01-17 09:50:00,2023-01-17 09:52:39.117498480,2.0,0.7,174,33,1,6.74,0.68,7.42
1,2023-01-18 06:53:00,2023-01-18 06:55:53.041729062,1.0,0.73,166,162,1,5.3,0.86,6.16
1,2023-01-26 20:40:00,2023-01-26 20:43:42.018390708,1.0,0.93,214,179,2,5.33,0.0,5.33
2,2023-01-14 09:09:00,2023-01-14 09:16:51.639650028,4.0,2.35,258,234,1,10.92,1.58,12.5
1,2023-01-18 17:20:00,2023-01-18 17:27:24.199328832,1.0,1.77,138,207,1,8.76,1.63,10.39
2,2023-01-08 15:02:00,2023-01-08 15:08:27.832801542,1.0,1.98,41,128,2,10.2,0.0,10.2
2,2023-01-30 17:09:00,2023-01-30 17:13:10.113909876,1.0,1.21,62,245,2,8.84,0.0,8.84
2,2023-01-02 18:47:00,2023-01-02 18:50:22.608782952,1.0,1.3,251,103,1,6.65,1.04,7.69
1,2023-01-11 04:22:00,2023-01-11 04:31:03.333075798,1.0,3.16,170,96,2,13.43,0.0,13.43
1,2023-01-14 08:17:00,2023-01-14 08:27:12.783580854,1.0,2.8,152,36,1,15.04,2.19,17.23
1,2023-01-30 07:18:00,2023-01-30 07:27:33.630865956,6.0,2.71,93,237,1,14.32,1.48,15.8
2,2023-01-12 19:55:00,2023-01-12 20:07:27.403216368,6.0,2.8,136,201,2,16.59,0.0,16.59
2,2023-01-13 17:56:00,2023-01-13 18:12:19.524089916,1.0,5.48,62,192,1,22.53,4.13,26.66
2,2023-01-23 18:30:00,2023-01-23 18:44:51.623915934,1.0,3.38,116,229,1,22.07,3.76,25.83
1,2023-01-01 20:37:00,2023-01-01 20:52:27.094482108,1.0,4.8,38,182,1,21.24,3.52,24.76
1,2023-01-20 17:20:00,2023-01-20 17:25:23.635945260,1.0,1.86,19,216,1,7.96,0.75,8.71
2,2023-01-18 12:33:00,2023-01-18 12:40:44.059769688,1.0,1.89,15,181,1,8.7,1.02,9.72
1,2023-01-16 18:13:00,2023-01-16 18:28:05.699536884,1.0,4.4,225,224,1,20.09,2.2,22.29
2,2023-01-08 09:06:00,2023-01-08 09:20:28.864274076,2.0,4.51,53,259,2,20.55,0.0,20.55
2,2023-01-27 16:14:00,2023-01-27 16:32:42.104292954,1.0,4.56,145,134,1,24.04,3.21,27.25
1,2023-01-29 05:11:00,2023-01-29 05:22:10.498370814,1.0,2.57,85,156,1,9.63,1.04,10.67
1,2023-01-21 16:00:00,2023-01-21 16:02:58.181617854,5.0,0.98,90,10,1,9.96,0.81,10.77
1,2023-01-08 00:47:00,2023-01-08 01:06:01.256103108,1.0,4.77,254,199,1,24.22,4.02,28.24
1,2023-01-29 18:40:00,2023-01-29 18:53:46.328650392,1.0,4.27,142,45,1,20.43,3.0,23.43
2,2023-01-18 10:24:00,2023-01-18 10:53:53.405957832,1.0,6.84,163,74,1,32.71,5.32,38.03
2,2023-01-10 21:15:00,2023-01-10 21:27:34.750574172,3.0,3.64,227,43,1,18.64,2.11,20.75
2,2023-01-26 18:09:00,2023-01-26 18:17:45.889995336,6.0,1.99,108,16,1,11.2,1.13,12.33
2,2023-01-06 19:30:00,2023-01-06 19:57:28.428943626,1.0,7.22,8,138,1,30.09,0.0,30.09
2,2023-01-25 09:52:00,2023-01-25 10:06:17.431683744,1.0,4.52,163,51,1,21.29,0.92,22.21
1,2023-01-23 11:47:00,2023-01-23 11:51:14.753578434,1.0,1.58,153,136,1,8.4,1.26,9.66
2,2023-01-19 18:47:00,2023-01-19 18:50:39.586722210,5.0,1.3,130,222,2,12.51,0.0,12.51
2,2023-01-29 05:30:00,2023-01-29 05:34:30.255219840,1.0,1.19,178,117,2,11.46,0.0,11.46
2,2023-01-16 07:01:00,2023-01-16 07:07:21.968337792,1.0,1.92,67,68,1,10.01,1.77,11.78
1,2023-01-21 17:47:00,2023-01-21 17:54:11.012000670,1.0,1.98,111,102,1,7.66,1.2,8.86
1,2023-01-02 18:21:00,2023-01-02 18:29:56.723175162,2.0,2.36,95,180,1,12.43,2.56,14.99
1,2023-01-01 09:18:00,2023-01-01 09:22:12.502543776,1.0,1.2,163,147,1,9.01,1.0,10.01
2,2023-01-29 07:33:00,2023-01-29 07:36:08.911583448,4.0,1.11,45,171,1,9.1,1.4,10.5
2,2023-01-23 11:26:00,2023-01-23 12:03:37.441465728,1.0,11.62,218,51,1,45.62,1.87,47.49
1,2023-01-12 14:52:00,2023-01-12 15:07:40.308263328,1.0,3.83,19,199,2,19.91,0.0,19.91
2,2023-01-13 15:25:00,2023-01-13 16:09:25.215523722,1.0,11.33,47,226,2,48.07,0.0,48.07
1,2023-01-18 20:25:00,2023-01-18 20:47:44.803240836,1.0,6.23,153,126,3,28.25,0.0,28.25
2,2023-01-18 10:02:00,2023-01-18 10:07:53.254408716,3.0,1.68,187,146,1,10.02,1.67,11.69
1,2023-01-07 14:48:00,2023-01-07 14:59:59.144926374,1.0,4.61,163,7,1,18.43,1.65,20.08
1,2023-01-13 11:47:00,2023-01-13 12:01:46.673864160,1.0,5.76,174,218,2,25.18,0.0,25.18
2,2023-01-03 18:21:00,2023-01-03 18:26:16.768356516,3.0,1.27,261,121,1,5.95,0.68,6.63
1,2023-01-15 18:49:00,2023-01-15 18:53:16.158525702,1.0,1.53,186,108,2,8.71,0.0,8.71
2,2023-01-02 19:37:00,2023-01-02 19:43:57.995289252,1.0,2.67,79,216,1,15.27,1.6,16.87
1,2023-01-03 18:38:00,2023-01-03 18:42:29.045536392,1.0,1.17,27,159,1,9.56,0.61,10.17
1,2023-01-29 17:51:00,2023-01-29 17:59:06.994796178,1.0,2.45,52,258,2,11.78,0.0,11.78
1,2023-01-16 21:23:00,2023-01-16 21:27:32.406915815,1.0,1.46,165,51,1,8.43,1.38,9.81
2,2023-01-15 09:05:00,2023-01-15 09:10:12.862432614,1.0,1.62,136,103,2,8.63,0.0,8.63
1,2023-01-30 11:43:00,2023-01-30 11:51:32.745006029,1.0,2.13,114,42,1,8.59,1.31,9.9
1,2023-01-07 11:50:00,2023-01-07 11:59:09.235653804,1.0,3.6,97,71,1,19.24,3.92,23.16
2,2023-01-12 07:22:00,2023-01-12 07:44:11.311527144,1.0,4.95,166,84,2,25.75,0.0,25.75
2,2023-01-19 00:35:00,2023-01-19 00:47:39.906487698,1.0,3.9,86,159,1,18.68,2.59,21.27
2,2023-01-21 20:34:00,2023-01-21 20:40:15.421591974,1.0,2.18,232,8,2,10.65,0.0,10.65
1,2023-01-14 21:45:00,2023-01-14 21:48:02.351113170,2.0,0.9,116,137,1,4.83,0.6,5.43
1,2023-01-12 14:15:00,2023-01-12 14:34:30.443010108,2.0,4.84,96,34,1,24.42,0.97,25.39
1,2023-01-09 08:12:00,2023-01-09 08:20:10.603928430,1.0,2.92,204,220,3,15.02,0.0,15.02
2,2023-01-22 10:21:00,2023-01-22 10:27:26.560356030,2.0,1.97,54,134,1,11.66,1.62,13.28
2,2023-01-07 17:18:00,2023-01-07 17:21:28.447946496,1.0,0.85,203,64,2,5.49,0.0,5.49
2,2023-01-06 12:05:00,2023-01-06 12:13:31.811222712,,2.97,40,123,1,14.56,2.07,16.63
2,2023-01-30 20:32:00,2023-01-30 20:35:38.430831942,1.0,1.07,210,199,1,5.5,0.56,6.06
1,2023-01-21 12:41:00,2023-01-21 12:52:42.339357402,2.0,2.71,218,66,1,12.44,1.36,13.8
2,2023-01-26 07:44:00,2023-01-26 07:53:12.048357210,1.0,2.14,135,55,1,14.44,2.64,17.08
1,2023-01-06 18:40:00,2023-01-06 18:43:52.851474180,1.0,1.11,121,127,1,6.77,0.67,7.44
1,2023-01-13 19:18:00,2023-01-13 19:35:10.484201112,1.0,4.09,112,195,2,19.46,0.0,19.46
2,2023-01-22 15:47:00,2023-01-22 15:58:38.295980694,4.0,3.2,115,188,2,13.57,0.0,13.57
2,2023-01-19 20:48:00,2023-01-19 21:00:17.301129078,5.0,3.11,1,125,2,16.2,0.0,16.2
1,2023-01-22 14:32:00,2023-01-22 14:42:48.149258790,1.0,2.58,29,183,1,15.69,1.56,17.25
1,2023-01-11 06:46:00,2023-01-11 06:52:42.610301652,3.0,1.77,157,61,1,11.37,1.07,12.44
1,2023-01-01 09:15:00,2023-01-01 09:22:10.829318118,2.0,2.21,24,113,2,13.09,0.0,13.09
2,2023-01-02 14:49:00,2023-01-02 14:57:57.097905126,2.0,2.24,233,87,1,11.28,1.06,12.34
2,2023-01-07 10:19:00,2023-01-07 10:37:33.498724668,1.0,4.92,43,35,1,26.1,4.4,30.5
2,2023-01-28 20:49:00,2023-01-28 21:12:07.521363972,,5.45,102,59,1,25.58,4.02,29.6
2,2023-01-15 16:09:00,2023-01-15 16:11:25.197690492,2.0,0.69,237,43,1,6.74,0.79,7.53
2,2023-01-18 18:37:00,2023-01-18 18:38:54.612462162,3.0,0.71,174,189,1,6.44,0.62,7.06
1,2023-01-20 20:51:00,2023-01-20 21:01:05.766007926,1.0,2.5,247,100,1,12.53,1.17,13.7
1,2023-01-03 06:09:00,2023-01-03 06:31:09.461467896,1.0,5.79,112,109,1,28.45,2.67,31.12
2,2023-01-30 15:38:00,2023-01-30 15:51:20.563580100,1.0,3.67,125,196,1,19.71,2.37,22.08
2,2023-01-06 17:12:00,2023-01-06 17:17:33.853656588,1.0,1.56,145,116,1,10.61,1.33,11.94
1,2023-01-26 17:23:00,2023-01-26 17:33:02.758787670,2.0,3.11,169,162,1,16.45,0.72,17.17
2,2023-01-13 16:17:00,2023-01-13 16:43:06.428381040,2.0,7.84,228,2,1,32.66,5.6,38.26
1,2023-01-20 18:18:00,2023-01-20 18:20:04.893889188,2.0,0.64,79,85,1,3.15,0.31,3.46
2,2023-01-17 16:50:00,2023-01-17 17:32:16.751766743,,10.56,125,233,2,45.57,0.0,45.57
2,2023-01-11 11:16:00,2023-01-11 11:23:50.332465806,1.0,1.75,130,63,2,12.04,0.0,12.04
1,2023-01-19 11:25:00,2023-01-19 11:48:29.596098054,,7.35,43,124,1,29.7,0.71,30.41
2,2023-01-19 06:33:00,2023-01-19 06:40:20.575387320,1.0,2.81,239,166,2,12.51,0.0,12.51
1,2023-01-06 07:29:00,2023-01-06 07:40:39.013022484,3.0,4.42,43,75,1,19.59,4.01,23.6
2,2023-01-30 07:48:00,2023-01-30 08:04:32.776645548,1.0,4.3,101,194,1,22.04,3.93,25.97
2,2023-01-02 20:37:00,2023-01-02 20:41:49.550457864,4.0,1.52,52,58,1,11.08,1.86,12.94
1,2023-01-18 10:08:00,2023-01-18 10:13:53.497266312,2.0,2.16,198,215,1,8.0,1.4,9.4
2,2023-01-03 07:25:00,2023-01-03 07:30:34.799198514,1.0,2.02,57,145,2,9.03,0.0,9.03
2,2023-01-22 17:39:00,2023-01-22 17:43:13.984895850,1.0,1.04,229,214,1,3.16,0.5,3.66
2,2023-01-09 18:47:00,2023-01-09 18:51:36.349028982,1.0,1.09,227,98,1,8.62,1.18,9.8
2,2023-01-16 17:43:00,2023-01-16 17:47:42.352837806,3.0,1.28,208,218,1,6.92,0.68,7.6
1,2023-01-24 12:53:00,2023-01-24 13:04:42.920447586,1.0,3.25,25,249,1,19.06,1.94,21.0
1,2023-01-24 06:53:00,2023-01-24 06:56:53.222010864,1.0,1.23,162,247,1,8.53,1.13,9.66
1,2023-01-26 11:01:00,2023-01-26 11:12:14.326015056,1.0,3.05,207,213,2,16.14,0.0,16.14
2,2023-01-09 05:17:00,2023-01-09 05:20:14.343121344,1.0,1.12,155,23,2,6.22,0.0,6.22
1,2023-01-29 17:28:00,2023-01-29 17:35:34.647584694,1.0,2.93,51,43,2,12.27,0.0,12.27
2,2023-01-11 15:14:00,2023-01-11 15:36:17.292442014,1.0,5.76,80,242,2,27.72,0.0,27.72
2,2023-01-02 08:04:00,2023-01-02 08:07:58.714932018,2.0,1.48,160,174,1,7.35,0.93,8.28
2,2023-01-19 01:33:00,2023-01-19 01:39:40.163458398,1.0,2.06,34,7,2,12.7,0.0,12.7
2,2023-01-27 22:25:00,2023-01-27 22:32:52.315177746,1.0,2.84,229,216,1,14.18,2.43,16.61
2,2023-01-15 21:45:00,2023-01-15 22:07:21.893999040,1.0,6.55,228,62,1,31.96,5.33,37.29
2,2023-01-13 16:47:00,2023-01-13 16:53:17.909438112,1.0,2.31,64,149,1,13.69,1.05,14.74
1,2023-01-31 12:27:00,2023-01-31 12:30:52.266422946,6.0,1.47,117,153,2,10.09,0.0,10.09
2,2023-01-15 14:52:00,2023-01-15 14:54:42.564625302,1.0,1.05,250,211,1,6.87,0.6,7.47
2,2023-01-18 16:14:00,2023-01-18 16:33:43.703461452,2.0,4.76,94,62,1,23.56,1.63,25.19
2,2023-01-16 20:08:00,2023-01-16 20:18:54.881236182,1.0,3.25,80,123,1,16.33,2.49,18.82
2,2023-01-29 07:26:00,2023-01-29 07:34:51.958756362,1.0,2.81,112,193,1,14.17,1.69,15.86
2,2023-01-10 18:15:00,2023-01-10 18:22:10.969288386,1.0,2.5,258,69,1,11.22,1.07,12.29
1,2023-01-07 19:34:00,2023-01-07 19:38:27.889240740,1.0,1.33,6,87,1,8.08,0.36,8.44
1,2023-01-11 17:52:00,2023-01-11 18:00:15.269537819,2.0,1.88,129,243,4,10.48,0.0,10.48
1,2023-01-06 19:35:00,2023-01-06 19:41:19.173894810,1.0,1.88,54,130,1,10.37,0.79,11.16
1,2023-01-29 18:49:00,2023-01-29 19:04:28.036275636,1.0,3.59,66,28,1,19.56,2.92,22.48
1,2023-01-04 22:35:00,2023-01-04 22:43:31.801590797,2.0,2.11,182,233,1,10.16,2.08,12.24
2,2023-01-05 19:14:00,2023-01-05 19:31:27.439302474,1.0,6.27,104,189,1,27.53,4.62,32.15
2,2023-01-17 11:52:00,2023-01-17 12:10:48.143111460,1.0,5.72,95,166,1,24.9,3.93,28.83
1,2023-01-18 10:06:00,2023-01-18 10:18:11.728661724,1.0,3.32,42,216,2,19.34,0.0,19.34
1,2023-01-26 16:48:00,2023-01-26 17:01:47.725686906,6.0,3.28,159,112,1,15.36,1.95,17.31
1,2023-01-12 18:31:00,2023-01-12 18:34:35.606434128,2.0,1.04,72,218,2,6.36,0.0,6.36
1,2023-01-02 18:04:00,2023-01-02 18:06:51.945902370,1.0,0.67,145,153,1,6.48,0.65,7.13
1,2023-01-22 13:40:00,2023-01-22 13:44:26.519732808,2.0,1.71,250,11,2,9.01,0.0,9.01
1,2023-01-23 14:11:00,2023-01-23 14:16:38.352014238,3.0,1.63,13,70,1,11.9,1.31,13.21
1,2023-01-11 16:02:00,2023-01-11 16:13:40.767211842,1.0,3.09,240,90,2,18.53,0.0,18.53
1,2023-01-12 04:33:00,2023-01-12 04:56:58.803570174,1.0,7.08,216,16,1,30.04,7.43,37.47
2,2023-01-01 23:44:00,2023-01-01 23:50:45.489925710,1.0,1.72,64,81,2,10.62,0.0,10.62
1,2023-01-28 12:34:00,2023-01-28 12:38:16.000795895,1.0,1.23,216,257,2,6.25,0.0,6.25
2,2023-01-02 07:52:00,2023-01-02 07:59:36.596086638,2.0,1.93,203,16,1,10.44,1.24,11.68
2,2023-01-06 17:50:00,2023-01-06 17:53:31.333937130,1.0,1.39,190,154,1,6.55,0.78,7.33
1,2023-01-05 09:01:00,2023-01-05 09:24:28.427011158,5.0,8.75,125,3,1,34.54,5.82,40.36
2,2023-01-25 12:07:00,2023-01-25 12:15:28.285362318,2.0,2.61,65,206,1,13.66,1.84,15.5
2,2023-01-24 21:15:00,2023-01-24 21:17:43.652346372,1.0,0.67,98,42,1,5.94,0.85,6.79
1,2023-01-23 12:49:00,2023-01-23 12:58:42.903605460,1.0,2.7,36,240,1,14.61,1.36,15.97
2,2023-01-21 18:15:00,2023-01-21 18:27:55.201851600,1.0,3.78,48,5,2,18.11,0.0,18.11
2,2023-01-06 16:19:00,2023-01-06 16:31:13.293739896,4.0,3.38,73,93,1,16.59,0.73,17.32
2,2023-01-13 18:51:00,2023-01-13 18:59:09.712319322,4.0,2.73,83,131,1,14.62,2.32,16.94
1,2023-01-07 10:12:00,2023-01-07 10:19:24.889066212,3.0,2.9,61,32,1,14.43,3.34,17.77
1,2023-01-15 20:12:00,2023-01-15 20:18:07.363626972,1.0,2.38,123,261,1,12.1,1.53,13.63
1,2023-01-14 15:11:00,2023-01-14 15:17:27.080746104,1.0,1.54,142,248,1,9.69,1.47,11.16
2,2023-01-13 11:53:00,2023-01-13 11:58:53.956199160,1.0,1.34,164,191,2,9.86,0.0,9.86
2,2023-01-07 15:18:00,2023-01-07 15:31:20.120711916,1.0,4.96,159,59,2,24.44,0.0,24.44
1,2023-01-28 12:54:00,2023-01-28 13:02:35.407409082,3.0,3.19,159,88,1,14.84,2.06,16.9
2,2023-01-30 07:21:00,2023-01-30 07:53:38.547742542,1.0,7.38,87,131,1,37.32,6.12,43.44
2,2023-01-10 22:46:00,2023-01-10 22:55:16.061958485,1.0,2.86,112,64,2,14.3,0.0,14.3
2,2023-01-29 12:55:00,2023-01-29 13:01:06.352112868,1.0,1.73,232,168,1,9.22,0.28,9.5
2,2023-01-12 10:54:00,2023-01-12 11:03:32.897740296,2.0,2.68,264,11,1,15.8,2.72,18.52
2,2023-01-12 15:16:00,2023-01-12 15:24:00.178688544,1.0,2.95,114,219,1,13.6,1.15,14.75
2,2023-01-23 11:57:00,2023-01-23 12:02:42.638322762,1.0,1.5,148,232,4,8.8,0.0,8.8
1,2023-01-04 07:01:00,2023-01-04 07:14:22.957176066,2.0,3.88,90,19,2,19.05,0.0,19.05
1,2023-01-28 18:13:00,2023-01-28 18:20:09.185641320,1.0,2.86,85,160,1,13.01,2.46,15.47
2,2023-01-24 10:07:00,2023-01-24 10:14:00.593806782,1.0,2.02,115,71,2,10.76,0.0,10.76
2,2023-01-28 13:29:00,2023-01-28 13:38:06.665138742,5.0,3.07,143,199,1,13.69,1.71,15.4
1,2023-01-03 07:43:00,2023-01-03 07:48:15.784780860,2.0,1.51,223,142,1,6.5,0.86,7.36
1,2023-01-10 08:57:00,2023-01-10 09:04:45.238503258,1.0,2.07,124,180,1,11.42,1.53,12.95
1,2023-01-20 15:58:00,2023-01-20 16:13:37.784148624,1.0,3.8,255,247,1,18.7,2.25,20.95
2,2023-01-10 17:03:00,2023-01-10 17:20:32.190235458,1.0,4.19,180,198,2,19.33,0.0,19.33
2,2023-01-31 06:32:00,2023-01-31 06:44:16.058211288,1.0,3.29,67,171,1,18.58,1.81,20.39
1,2023-01-16 17:24:00,2023-01-16 17:31:13.476596406,1.0,2.35,184,80,1,10.43,1.43,11.86
2,2023-01-23 15:54:00,2023-01-23 15:59:57.978265974,2.0,1.47,156,4,1,8.86,1.32,10.18
2,2023-01-19 08:15:00,2023-01-19 08:19:42.535544508,1.0,1.64,27,4,1,9.22,1.85,11.07
2,2023-01-17 12:54:00,2023-01-17 13:01:23.020960722,1.0,2.8,130,173,2,15.04,0.0,15.04
1,2023-01-11 15:18:00,2023-01-11 15:21:05.034824442,1.0,1.03,190,9,2,8.19,0.0,8.19
2,2023-01-08 20:11:00,2023-01-08 20:29:36.742588128,1.0,4.96,12,53,1,23.52,2.27,25.79
2,2023-01-07 19:42:00,2023-01-07 19:59:28.331661096,1.0,6.1,80,70,2,27.6,0.0,27.6
1,2023-01-13 06:18:00,2023-01-13 06:21:47.845791414,1.0,0.91,143,102,1,5.99,0.82,6.81
2,2023-01-04 09:44:00,2023-01-04 09:55:48.353422746,1.0,3.28,131,35,1,14.73,2.0,16.73
2,2023-01-17 17:44:00,2023-01-17 17:45:58.107112962,1.0,0.62,153,158,1,7.48,0.6,8.08
2,2023-01-21 11:58:00,2023-01-21 12:20:59.825011722,2.0,7.75,126,135,1,31.04,3.0,34.04
2,2023-01-13 18:16:00,2023-01-13 18:22:47.335249704,1.0,1.86,248,69,1,11.84,1.99,13.83
2,2023-01-07 08:16:00,2023-01-07 08:23:14.267550774,1.0,2.5,19,14,1,13.07,1.86,14.93
2,2023-01-07 17:38:00,2023-01-07 17:40:15.434003694,1.0,0.88,57,110,1,6.75,0.75,7.5
1,2023-01-14 08:53:00,2023-01-14 09:01:30.762897180,1.0,2.3,210,35,1,12.5,1.35,13.85
2,2023-01-18 17:37:00,2023-01-18 17:46:45.655069692,1.0,2.79,123,4,2,15.29,0.0,15.29
2,2023-01-08 20:40:00,2023-01-08 20:46:17.120365128,1.0,2.35,32,47,1,12.4,1.48,13.88
2,2023-01-30 14:13:00,2023-01-30 14:20:57.269359068,3.0,1.89,186,207,2,6.7,0.0,6.7
2,2023-01-18 13:50:00,2023-01-18 14:02:44.414577582,1.0,2.94,189,185,1,18.12,2.25,20.37
2,2023-01-13 19:28:00,2023-01-13 19:32:08.172276900,3.0,1.53,158,6,1,9.39,0.76,10.15
1,2023-01-03 07:34:00,2023-01-03 07:44:06.204126108,1.0,2.39,49,78,2,15.91,0.0,15.91
1,2023-01-09 07:55:00,2023-01-09 07:57:08.713016862,1.0,0.72,232,57,3,3.04,0.0,3.04
2,2023-01-02 16:15:00,2023-01-02 16:19:51.060783204,1.0,1.68,55,60,2,9.07,0.0,9.07
2,2023-01-25 00:25:00,2023-01-25 00:27:39.305854830,1.0,0.88,73,254,2,6.5,0.0,6.5
2,2023-01-03 05:35:00,2023-01-03 05:51:20.672335566,4.0,4.27,166,119,1,20.49,3.34,23.83
1,2023-01-18 18:20:00,2023-01-18 18:35:39.657049584,1.0,6.21,146,131,2,26.98,0.0,26.98
1,2023-01-02 11:20:00,2023-01-02 11:23:25.955811294,3.0,1.07,19,229,1,6.54,0.42,6.96
2,2023-01-20 08:19:00,2023-01-20 08:59:43.251721890,2.0,14.23,142,242,1,55.95,6.56,62.51
1,2023-01-27 02:10:00,2023-01-27 02:15:20.867883822,1.0,1.31,49,14,1,8.67,1.32,9.99
2,2023-01-27 17:58:00,2023-01-27 18:05:00.177073944,3.0,1.57,148,54,1,10.0,1.01,11.01
1,2023-01-15 19:49:00,2023-01-15 19:58:42.616285920,1.0,2.68,47,58,1,14.92,1.33,16.25
2,2023-01-18 21:48:00,2023-01-18 22:03:52.135097352,2.0,3.69,155,168,1,17.04,3.35,20.39
2,2023-01-18 18:16:00,2023-01-18 18:31:36.603093624,1.0,4.84,228,176,1,22.79,2.57,25.36
2,2023-01-08 11:41:00,2023-01-08 12:06:57.076495224,1.0,7.04,128,108,2,31.34,0.0,31.34
2,2023-01-10 16:33:00,2023-01-10 16:58:29.968873530,4.0,6.89,102,55,1,31.53,4.32,35.85
2,2023-01-26 01:42:00,2023-01-26 01:51:34.335689741,1.0,3.57,143,225,2,19.79,0.0,19.79
1,2023-01-20 21:41:00,2023-01-20 21:47:05.647196436,1.0,1.44,103,110,1,10.16,0.86,11.02
